,Precipitacion
1981-07-02,0.00023281316680368036
1981-07-03,0.0005797251942567527
1981-07-04,0.00010867582022910938
1981-07-05,0.00021930469665676355
1981-07-06,6.079369632061571e-05
1981-07-07,8.222633186960593e-05
1981-07-08,5.5310014431597665e-05
1981-07-09,2.9949208055768395e-06
1981-07-10,0.0008765397942624986
1981-07-11,0.00020491046598181129
1981-07-12,0.0006756122456863523
1981-07-13,0.00025398112484253943
1981-07-14,0.0
1981-07-15,8.12146481621312e-07
1981-07-16,8.843350224196911e-05
1981-07-17,0.0002545562165323645
1981-07-18,0.000411867571529001
1981-07-19,0.00016110861906781793
1981-07-20,6.257759378058836e-05
1981-07-21,8.736439667700324e-06
1981-07-22,0.001052896841429174
1981-07-23,1.3352982932701707e-05
1981-07-24,0.00033623140188865364
1981-07-25,1.6938418411882594e-05
1981-07-26,0.0
1981-07-27,0.18625034391880035
1981-07-28,0.0
1981-07-29,0.0
1981-07-30,6.039065851837222e-07
1981-07-31,5.7110450143227354e-05
1981-08-01,0.006251142825931311
1981-08-02,5.047886952525005e-05
1981-08-03,0.00018307728169020265
1981-08-04,0.08035624772310257
1981-08-05,0.02146105468273163
1981-08-06,0.45277926325798035
1981-08-07,0.06134413555264473
1981-08-08,0.18918313086032867
1981-08-09,0.14606216549873352
1981-08-10,0.7450980544090271
1981-08-11,1.4607856273651123
1981-08-12,2.901583194732666
1981-08-13,0.32842549681663513
1981-08-14,0.146368145942688
1981-08-15,0.001254501286894083
1981-08-16,0.08089262992143631
1981-08-17,0.009114242158830166
1981-08-18,0.3975662589073181
1981-08-19,0.06582850962877274
1981-08-20,0.2760331928730011
1981-08-21,0.022880811244249344
1981-08-22,0.032840337604284286
1981-08-23,0.020436860620975494
1981-08-24,0.02714190073311329
1981-08-25,0.008439989760518074
1981-08-26,0.009806044399738312
1981-08-27,0.07925797998905182
1981-08-28,0.10453096032142639
1981-08-29,0.5983783006668091
1981-08-30,12.304007530212402
1981-08-31,0.5046226978302002
1981-09-01,0.0002240068424725905
1981-09-02,0.00016382797912228853
1981-09-03,1.3512229919433594
1981-09-04,1.4477673768997192
1981-09-05,0.007539673242717981
1981-09-06,0.0021648758556693792
1981-09-07,3.611938882386312e-05
1981-09-08,0.0008990905480459332
1981-09-09,0.004834064282476902
1981-09-10,0.0006528983358293772
1981-09-11,0.0
1981-09-12,3.8157923221588135
1981-09-13,0.0
1981-09-14,0.0
1981-09-15,0.008192968554794788
1981-09-16,0.0010770376538857818
1981-09-17,0.0020986893214285374
1981-09-18,0.011409575119614601
1981-09-19,0.05447467789053917
1981-09-20,0.008391783572733402
1981-09-21,0.01690668612718582
1981-09-22,0.19391441345214844
1981-09-23,0.03914467990398407
1981-09-24,0.2087743580341339
1981-09-25,0.025507710874080658
1981-09-26,8.28305435180664
1981-09-27,0.0
1981-09-28,0.025605415925383568
1981-09-29,0.07257057726383209
1981-09-30,0.0057496908120810986
1981-10-01,0.0
1981-10-02,0.0016115809557959437
1981-10-03,0.0
1981-10-04,0.0
1981-10-05,0.014403284527361393
1981-10-06,3.570539951324463
1981-10-07,0.08074996620416641
1981-10-08,0.0
1981-10-09,0.0
1981-10-10,0.0
1981-10-11,0.05805186927318573
1981-10-12,6.916009902954102
1981-10-13,0.020818473771214485
1981-10-14,1.9173835515975952
1981-10-15,0.002362496219575405
1981-10-16,0.00015723289106972516
1981-10-17,0.0059141437523067
1981-10-18,0.10935542732477188
1981-10-19,3.326416492462158
1981-10-20,6.2344560623168945
1981-10-21,5.738717555999756
1981-10-22,0.035362619906663895
1981-10-23,0.060002803802490234
1981-10-24,5.278082370758057
1981-10-25,0.0
1981-10-26,1.0342442989349365
1981-10-27,1.7344751358032227
1981-10-28,1.569491982460022
1981-10-29,3.2341561317443848
1981-10-30,0.32027724385261536
1981-10-31,1.5457631349563599
1981-11-01,0.0
1981-11-02,1.0205994844436646
1981-11-03,1.0068061351776123
1981-11-04,3.4123458862304688
1981-11-05,0.04939685016870499
1981-11-06,0.5737513303756714
1981-11-07,9.776562690734863
1981-11-08,0.01804427243769169
1981-11-09,0.03691140562295914
1981-11-10,0.0748680830001831
1981-11-11,13.144028663635254
1981-11-12,0.014202143996953964
1981-11-13,0.06187835708260536
1981-11-14,0.19309361279010773
1981-11-15,0.0707845389842987
1981-11-16,0.0
1981-11-17,0.0
1981-11-18,0.0033280085772275925
1981-11-19,3.75014591217041
1981-11-20,5.410494327545166
1981-11-21,4.71001672744751
1981-11-22,0.0
1981-11-23,0.0
1981-11-24,4.007699489593506
1981-11-25,2.306114673614502
1981-11-26,2.1174988746643066
1981-11-27,2.4411518573760986
1981-11-28,3.7239999771118164
1981-11-29,0.2287590056657791
1981-11-30,6.165160179138184
1981-12-01,3.061743974685669
1981-12-02,0.581522524356842
1981-12-03,0.5469126105308533
1981-12-04,4.181236743927002
1981-12-05,2.8914332389831543
1981-12-06,0.9230626225471497
1981-12-07,2.557429075241089
1981-12-08,10.42047119140625
1981-12-09,1.9367992877960205
1981-12-10,0.01579621061682701
1981-12-11,0.0
1981-12-12,12.860102653503418
1981-12-13,0.0
1981-12-14,0.0
1981-12-15,4.849506855010986
1981-12-16,0.1459508240222931
1981-12-17,3.452169179916382
1981-12-18,1.191848635673523
1981-12-19,0.008386501111090183
1981-12-20,3.320500373840332
1981-12-21,0.04384578764438629
1981-12-22,0.09278383105993271
1981-12-23,4.007481098175049
1981-12-24,0.0
1981-12-25,4.029655456542969
1981-12-26,0.306704044342041
1981-12-27,0.10282795131206512
1981-12-28,6.4303297996521
1981-12-29,8.148990631103516
1981-12-30,0.05303209647536278
1981-12-31,4.244680881500244
